Plant ID,Pop,Block,X,Flowering_Date,Flower_Number ,Leaf_Toughness,Water_Content,Growth_Rate,Bolt_Date,SLA,Above_mass,Below_mass,Num_Trichomes,Leaf_Herb_Sept,bug,Hight,Leaf_herb_July,S.florida,M.brevivatella ,Fruit,l1,l2,l3,l4,l5,d1,d2,d3,d4,d5
617,893,5,,,0,,74.41553295,0.100343332,132,,,,,,17,,,,,0,,,,,,,,,,
618,908,1,,204,192,100,79.18705307,0.10326877,130,49.42719714,100.7,,110,1.2,12,153,0.3,64,0,252,28.5,29.4,34.2,28.3,31.1,4.5,4.9,5.2,4.1,5
619,908,2,,209,34,135,70.88859416,0.117855316,130,49.77174667,36.4,2.2,51,1.4,3,0,0.6,0,0,61,30.47,32.41,33.58,30.28,31.02,4.99,5.26,5.71,5.34,5.01
620,908,3,,220,18,115,69.07001045,0.082262521,131,42.66149715,9.8,0.7,160,1,9,91,0.3,5,0,32,32.91,28.34,26.64,25.74,27.54,5.5,5.54,5.2,4.81,5.64
621,908,4,,220,17,150,68.95943563,0.108635956,131,36.54714577,6.5,0.7,155,0.8,3,82,0.1,4,0,23,26.11,21.82,22.8,26.46,24.23,5.07,4.57,4.43,5.38,5.02
622,914,1,,200,137,100,77.35129639,0.106026945,131,59.32010291,86.7,0.1,270,3.5,4,120,0.4,70,2,231,15.97,17.83,19.76,29.1,31.44,2.44,4.86,5.32,6.36,7.69
623,914,1,5,213,36,115,79.42073171,0.075188179,131,144.9074101,8.1,8,40,0.7,13,79,2.7,,,NA,,,,,,,,,,
624,914,2,,199,173,165,81.02030948,0.113465478,134,59.40984588,91.9,9.3,14,1.1,3,145,0.9,52,18,243,29.84,24.76,26.92,32.33,29.14,6.26,5.87,6.46,7.14,6.17
625,914,3,,209,41,120,75.3968254,0.082262521,131,68.47412053,18.5,1.3,89,2.8,0,88,0.7,23,0,53,27.95,29.32,27.29,29.94,25.6,5.49,5.19,5.48,6.27,6.06
626,914,4,,204,58,170,71.30434783,0.10326877,132,43.65748541,17.1,1.6,97,1.2,12,89,,11,4,56,27.9,26.2,27.6,28.3,26.5,6.6,6.9,5.2,6.1,4.9
627,915,1,,190,34,70,75.86445367,0.097229029,132,58.30721325,8.5,0.5,56,3.6,16,81,1.6,,,NA,,,,,,,,,,
628,915,2,,185,55,70,77.76475758,,,48.06598302,23.4,2,29,0.4,,,1,0,21,59,30.07,31.81,29.3,26.18,26.16,5.57,6.25,6.26,6.19,5.98
629,915,3,,,0,135,75.4714544,,,50.67084919,6.3,2.7,102,0.8,0,0,2.3,,,0,,,,,,,,,,
630,915,4,,,0,130,70.92084006,,,63.85350915,1.6,0.5,111,2.9,0,0,1.1,,,NA,,,,,,,,,,
631,915,5,,188,39,90,47.6366517,0.129040889,131,59.0969272,16.4,1.5,99,2.4,9,106,0.5,0,11,48,25.73,24.69,24.44,25.11,23.57,5.98,5.3,5.73,5.76,5.19
632,6,1,,,0,85,,,,,1.4,,,7,0,0,3.5,,,0,,,,,,,,,,
633,6,2,,,0,105,80.18468642,,,84.36070489,0.3,,516,1.666666667,0,0,0,,,0,,,,,,,,,,
634,6,3,,,0,110,75.78975312,,,54.01637981,2.9,0.2,132,0.1,0,0,0.8,,,0,,,,,,,,,,
635,6,4,,,0,115,81.74386921,,,,0.5,0.1,156,4.111111111,0,0,0.8,,,0,,,,,,,,,,
636,6,5,,,0,60,,0.100343332,,,0.1,,,26.25,9,80,,,,0,,,,,,,,,,
637,8,1,,195,24,110,81.65230613,0.117855316,130,65.61388158,8,1,57,1.2,20,,0.5,9,5,48,25.1,18.44,20.36,23.1,24.58,3.69,3.4,3.52,4.64,5.52
638,8,2,,186,29,85,77.09011944,0.08646125,131,53.28345743,7.1,1,37,1.9,9,0,0.3,6,16,52,24.39,27.54,24.71,27.95,28.98,4.57,5.23,4.92,5.12,6.04
639,8,3,,200,14,130,73.04347826,,132,63.95750509,,,146,8.5,/,,0.571428571,,,0,,,,,,,,,,
640,8,4,,,0,150,67.54385965,0.117855316,,35.944996,,,245,1.2,3,,2.9,,,0,,,,,,,,,,
641,8,5,,194,13,105,70.91722595,0.107918125,130,35.944996,2.5,0.1,128,0.8,9,97,3.125,0,0,88,19.5,21,15,15,11,2.5,5,3,1.6,1
642,9,1,,207,88,110,80.12085851,0.1161368,134,96.72391164,42.8,,61,0.9,1,124,5.2,31,5,140,30.74,32.39,26.83,27.25,32.46,6.17,5.85,5.72,5.24,5.38
643,9,2,,200,119,115,72.66907589,0.084509804,135,41.93263014,59.2,,8,3.4,14,81,0.1,33,12,220,30.5,24.5,31.5,30.5,27,5.5,4.5,5,5.5,5.5
644,9,3,,215,23,160,68.58137511,,136,42.24842187,8.4,0.7,94,1.9,,,0.6,0,0,28,22.14,26.92,28.57,27.75,23.5,4.86,5.72,5.04,4.96,4.84
645,9,5,,209,26,100,75.87253414,0.084509804,134,,11.5,0.9,59,7,4,63,0.6,0,0,30,27.33,29.03,26.28,27.42,25.5,4.67,5.18,5.56,5.2,4.87
