Plant ID,Pop,Block,X,Flowering_Date,Flower_Number ,Leaf_Toughness,Water_Content,Growth_Rate,Bolt_Date,SLA,Above_mass,Below_mass,Num_Trichomes,Leaf_Herb_Sept,bug,Hight,Leaf_herb_July,S.florida,M.brevivatella ,Fruit,l1,l2,l3,l4,l5,d1,d2,d3,d4,d5
303,733,2,,249,0,105,84.62580427,0.096780667,165,103.070625,21.9,3.3,114,0.2,0,108,0.5,,,0,,,,,,,,,,
304,733,3,,281,0,125,81.3592233,0.040409519,176,91.21929878,4.3,0.3,98,0.571428571,0,78,0.8,,,0,,,,,,,,,,
305,733,4,,,0,150,,,,,0.9,0.2,,0,0,0,0.9,4,4,51,29.54,29.84,30.35,26.03,26.73,5.33,5.57,5.92,5.79,5.71
306,734,1,,201,40,105,77.99607073,0.090323706,131,89.55509265,8,0.5,67,1,16,90,0.625,0,0,51,19.64,21.58,15.48,21.02,19.56,9.42,9.41,8.42,9.28,9.47
307,734,2,,209,21,100,69.32773109,0.069897,143,43.32036197,4.2,0.1,125,3.1,4,65,0.3,0,0,22,23.02,21.21,22.39,13.9,16.72,4.85,3.73,4.64,3.14,3.66
308,734,3,,207,24,145,69.97245179,0.082262521,136,46.52832716,2.2,0.1,100,1.7,8,74,8,0,0,9,16.12,18.99,17.99,12.84,12.38,3.5,4.58,3.77,2.98,2.48
309,734,4,,201,97,125,66.14310646,0.074036269,135,43.87699232,20.7,1.8,82,2.1,10,110,2.3,0,0,136,18.67,18.61,17.6,19.7,19.39,4.83,4.72,4.3,4.37,3.76
310,734,5,,201,28,90,64.13333333,0.084509804,136,32.68406835,5.3,0.3,113,0.2,11,83,4.6,0,4,36,21.26,22.29,21.52,16.05,18.2,5.26,3.77,3.42,3.36,4.3
311,735,1,,200,107,140,78.86153364,0.101828217,131,48.3917537,55.7,4.3,72,1.2,11,129,0.9,0,1,131,25.83,32.75,27.08,24.08,31.82,5.08,5.85,4.93,4.68,5.69
312,735,2,,205,91,50,75.64371543,,,44.57424305,36.1,3,112,2,,,0.3,0,12,136,31.96,32.24,28.35,35.12,30.55,5.9,5.91,6.13,5.71,5.75
313,735,3,,198,127,170,72.92793451,0.115710298,131,40.52622098,41.7,4.3,90,0.6,8,126,0.2,1,0,121,26.86,23.96,17.47,17.1,15.71,5.17,4.65,3.4,3.25,3.01
314,735,4,,206,49,100,71.05022831,0.077815125,134,51.13269287,14.3,1.7,136,0.9,15,96,0.4,,,NA,,,,,,,,,,
315,735,5,,209,25,175,70.32734952,0.077815125,133,45.66268387,6.9,0.7,134,4.4,6,90,1,,,NA,,,,,,,,,,
316,736,4,5,,,120,,,,,,,,0.428571429,0,,,,,0,,,,,,,,,,
317,737,1,,124,32,105,77.98900236,0.08646125,132,51.5353125,84.2,8.6,63,3.8,4,152,1.5,0,0,75,13.2,19.2,12.1,14.2,14.9,3.1,3.9,3.9,3.7,4.1
318,737,2,,122,9,30,73.87229057,0.069897,139,57.53832692,20.7,2.7,58,1,14,110,0,0,0,26,14.41,13.82,15.91,12.68,13.21,4.62,4.44,4.09,5.02,3.87
319,737,3,,223,12,90,74.24071991,0.060205999,135,51.3667863,16.3,2.7,196,1.7,6,107,0.9,,,NA,,,,,,,,,,
320,737,4,,229,17,85,74.19047619,0.081291336,134,50.67084919,26.9,,50,1.1,8,129,4.3,0,0,52,13.2,11.2,13.3,10,10.9,3.5,3.2,3,2.5,2.4
321,737,5,,235,0,75,71.71411266,0.100343332,132,52.60536922,16.6,9.3,150,2.7,17,120,0.7,,,NA,,,,,,,,,,
322,738,1,,237,0,130,72.97486034,0.115710298,129,50.73631541,203.2,14.4,57,1.7,11,186,0,,,NA,,,,,,,,,,
323,738,2,,241,0,145,72.62872629,,,43.63323125,17.2,1.4,65,1.3,,,0.1,0,0,35,25.76,25.56,23.73,25.93,25.04,6.44,6.29,5.4,6.22,5.75
324,738,3,,239,0,145,69.7080292,0.10326877,131,53.72080455,4.6,0.3,78,1.3,2,82,0.3,,,NA,,,,,,,,,,
325,738,4,,248,0,115,67.93802145,0.106026945,131,49.58321733,6,0.4,55,,6,91,0.1,0,2,10,20.16,15.88,12.78,10.26,16.33,6.22,6.17,5.38,4.11,3.31
326,738,5,,238,0,70,70.82524272,0.125592641,131,46.14560297,45.3,4.5,111,1.3,13,147,0.4,0,0,70,27.5,28.48,25.68,26.74,25.31,5.73,6.08,5.54,6.62,5.79
327,739,1,,252,0,120,81.97242842,0.113465478,160,73.95462924,22.8,2.8,80,1.6,0,109,0.8,0,0,40,30.77,30.5,29.98,24.3,29.97,3.44,4.58,3.27,4.02,4.34
328,739,2,,248,0,85,77.8779473,0.130174086,,71.85710544,19.6,1.9,47,0.3,,,0.1,0,0,23,37.22,33.78,27.07,35.83,27.9,5.42,4.76,3,4.71,3.85
329,739,3,,257,0,110,,,184,,9.7,,,,4.5,,1.3,0,0,7,17.8,15.1,12.2,9.8,14.3,1.9,1.5,1.1,0.5,1.2
330,739,4,,,0,75,,,,,0.5,,,1.8,,93,0.9,,,0,,,,,,,,,,
331,739,5,,238,0,85,76.80555556,,204,72.18733111,3.5,0.3,134,1,0,0,0,,,0,,,,,,,,,,
332,740,1,,121,34,200,77.00941347,0.106026945,128,47.65765549,156.2,8,98,1.5,10,79,0.1,0,0,458,31.54,31.79,28.36,27.99,25.79,5.16,5.22,5.07,4.83,4.81
333,740,2,,233,0,90,80.32624815,,,41.01295888,6.1,0.2,34,,12,142,3.2,0,0,19,23.83,19.09,27.83,27.97,21.54,3.85,3.1,5.09,4.82,3.43
334,740,3,,,,,,,,,,,,,0,,,,,0,,,,,,,,,,
335,740,4,,224,12,125,65.3577192,0.12187889,129,33.16715213,56.5,4.5,120,0.2,4,142,0.1,0,0,125,25.35,27.33,23.26,19.4,28.57,5.66,4.64,4.65,4.48,5.78
336,740,5,,226,3,170,63.08571429,0.12734756,131,36.46231024,16.4,1,56,0.7,3,112,0.1,0,0,35,29.1,28.99,26.88,23.33,29.9,5.52,5.69,5.53,4.97,5.63
337,741,1,,127,35,150,78.44762622,0.069897,134,57.20307083,28.4,2.1,162,3.2,12,95,0,0,2,59,28.51,24.86,28.33,25.64,13.1,6.34,4.35,4.91,2.88,5.83
338,741,2,,211,25,130,73.87998914,0.090308999,134,46.83352191,35.3,3.2,9,5.8,28,,0.2,0,0,85,33.95,28.29,31.69,21.27,21.65,5.67,5.95,6.15,4.54,4.22
339,741,3,,,0,105,,,,,1.1,,,0.333333333,0,0,3.625,,,0,,,,,,,,,,
340,741,4,,234,0,85,71.78237921,0.039794001,135,61.64820742,17.5,,88,6.7,11,102,0.2,0,0,38,29.58,26.17,28.36,25.28,26.8,5.79,4.77,5.7,5.12,5.64
341,741,5,,222,11,125,66.95035461,0.054406804,143,43.46420379,3.6,0.1,75,0,6,65,2,0,0,8,24.93,29.28,26.85,19.95,28.8,6.17,5.9,5.09,5.37,5.89
342,742,1,,135,0,65,80.85043988,0.097229029,131,58.74331806,68.2,5,85,5.8,7,117,2.1,0,0,158,27.08,27.49,27.25,28.97,26.57,4.87,4.89,4.64,4.46,4.65
343,742,3,,229,12,75,76.71149144,0.119909027,131,53.64741547,147.1,9.5,126,0.9,1,133,0.2,0,0,346,33.17,23.23,25.41,23.14,24.47,5.15,4.97,5.02,4.65,5.29
344,742,4,,342,,150,,0.12734756,132,,26.5,2.6,,,10,110,0.2,0,0,90,20.22,17.28,17.72,21.22,17.93,3.57,4.2,4.29,3.07,3.58
345,742,5,,233,0,130,71.70967742,0.113465478,130,40.8848601,131.1,11.7,257,1.7,13,138,0.1,3,2,336,23.1,25.7,19.5,23.4,26.2,3.9,4,3.6,4.2,3.6
346,743,1,,121,14,145,71.76954733,0.090308999,134,42.7776777,,,83,7.7,6,76,0.7,,,NA,,,,,,,,,,
347,743,2,,210,99,140,73.93060837,0.087506126,135,38.08914464,77.4,7.6,110,0.4,13,107,0.2,1,0,231,30.47,29.86,28.35,25.81,26.02,5.47,5.37,5.07,5,5.24
348,743,3,,217,25,175,72.18119153,0.090308999,136,48.45145975,19,2.1,190,0.5,18,100,0.3,,,NA,,,,,,,,,,
349,743,4,,219,28,90,69.98746867,0.087506126,134,47.62875455,22.6,1.8,192,1.8,9,92,0.7,0,0,69,25.68,33.16,23,28.07,21.43,4.93,5.43,4.51,4.9,5.04
350,743,5,,,,90,66.43109541,0.074036269,138,54.20277174,,,61,1.4,3,,,,,0,,,,,,,,,,
351,744,1,,221,89,115,81.6100823,0.093899782,132,48.96497272,96.3,6.4,34,0.7,14,129,1.1,1,3,246,18.71,14.21,17.97,25.12,10.35,5.1,5.24,3.24,3.34,4.08
352,744,2,,219,65,105,75.36793184,0.111394335,136,41.95503005,33.4,5,48,1,3,116,0,11,0,78,25.5,33.5,30,32,23.5,4.5,5,4.5,4.5,4.5
353,744,3,,234,0,150,77.37704918,0.068008506,153,58.69941424,0.9,,230,2.3,0,44,,0,0,2,18.32,16.51,,,,7.83,9.08,,,
354,744,4,,223,16,130,70.36228721,0.095424251,144,81.05244195,8.1,0.5,45,1.6,1,74,0.111111111,3,0,15,30.09,21.28,30.53,31.94,26.79,5.51,4.38,4.92,5.39,4.02
355,744,5,,216,144,130,71.90034762,0.119909027,132,38.84263909,93.6,14.1,104,0.7,6,57,0,52,0,200,25,25.5,24.4,22,18.2,3.8,3.4,3.1,3.5,2.9
356,745,1,,217,171,90,77.96564681,0.111394335,134,53.72080455,53.2,4.4,9,1.6,6,121,0,16,0,218,30.16,26.92,34.69,26.75,32.21,4.35,4.28,5.54,4.52,4.28
357,745,2,,209,199,150,76.10380249,0.108635956,131,51.77311552,80,8.7,82,2.1,8,140,0.3,4,0,247,35,33.5,26.5,32.5,30.5,4,4,3.5,5,4.5
358,745,3,,214,51,140,74.24425635,0.106026945,132,47.89013186,19.9,2.6,35,0.8,19,101,1,18,0,68,32.13,30.93,30.07,33.92,29.04,5.1,5.5,5.11,5.2,5.07
359,745,4,,211,10,100,71.57643312,0.069426179,134,38.53769198,11.4,1.3,55,1.8,15,84,0.5,1,1,37,15.86,17.8,26.66,40.31,37.11,5.93,5.95,5.33,8.2,8.47
360,745,5,,214,27,110,74.01795735,0.084509804,133,49.1795969,15.2,1.3,86,3.1,5,96,0.6,12,0,38,33.07,36.98,28.28,33.36,29.35,4.51,5.6,4.45,4.96,4.99
361,746,2,3,232,7,150,73.51676698,0.106026945,131,39.34860534,22.5,3.1,78,4.4,18,145,3,0,0,46,36,26.5,36.1,28.9,22.9,5,4.5,5.1,4.8,4.1
362,746,3,2,230,5,145,70.37362637,0.100343332,130,40.92747069,139,12.1,220,2.1,7,107,0.1,4,0,272,33.1,32,31.5,30.2,30.2,4.9,5,5.1,4.1,4.1
363,746,3,5,,,150,,,,,,,,0.4,0,,,,,NA,,,,,,,,,,
364,746,4,1,,,,,,,,,,,2,0,,,,,NA,,,,,,,,,,
365,747,1,,212,53,135,80.14842301,0.097229029,131,57.37020909,13.6,1.5,134,1.6,15,143,0.6,0,0,59,30.11,25.13,29.48,23.59,33.23,4.69,4.94,5.68,4.43,4.75
366,747,2,,197,328,175,73.32745509,0.106026945,131,44.27272618,121.4,16.1,156,2.5,0,148,0.5,29,0,436,13.32,14.37,19.71,19.95,32.44,2.32,3.08,3.53,4.09,5.14
367,747,3,,209,31,150,75.07462687,0.093899782,132,56.26061336,8.4,0.6,88,1.1,5,85,1.4,0,0,33,29.44,28.83,28.72,28.06,29.72,5.32,5.15,4.36,4.84,4.81
368,747,4,,207,41,180,79.25363694,0.10326877,132,66.67216999,5.5,0.7,104,0.7,10,75,1.1,1,0,21,27.47,29.25,28.52,27.91,26.48,5.37,4.89,4.93,5.39,4.61
369,747,5,,200,76,150,71.14839319,0.12187889,131,40.48444137,36.2,3.5,130,13.6,15,111,0.5,0,1,90,33.71,32.53,23.52,30.96,29.95,5.41,5.31,4.11,4.87,4.93
370,748,1,,222,26,60,76.60786974,0.092144864,132,63.59499291,36.1,3.9,108,1.1,20,123,2.8,22,1,63,26,32.1,28.5,26.1,25.9,5,4.9,4.2,5,4.1
371,748,2,,,,,,,,,9.1,1.9,,,,,,,,0,,,,,,,,,,
372,748,3,,220,66,130,75.02431118,0.108635956,131,45.03429831,50.1,6.1,81,0.2,5,125,0.8,44,0,125,24.1,22.2,25,22.9,25.1,3.5,3.8,4.2,4,4.8
373,748,4,,225,12,125,66.86626747,0.111111111,132,52.57015813,20.9,,96,1.7,9,101,0.1,0,0,43,29.17,27.89,28.8,26.49,27.92,5.12,5.06,5.34,5.36,6.07
374,748,5,,228,6,90,71.25423729,0.106026945,131,39.94904184,11.8,0.7,64,1,11,88,0.1,17,0,21,28.85,30.31,27.63,27.99,27.87,5.88,5.22,5.38,5.14,5.04
375,749,1,,219,87,65,77.68790024,0.097229029,130,55.34870772,79.5,,55,1.3,10,104,0.2,7,0,121,29.3,18.1,33.1,28.2,29.5,4.5,3.9,4.5,4.5,5.1
376,749,2,,210,62,100,70.89738263,,,46.41833112,39.3,,116,1.3,,,1.1,0,0,120,29.5,27,25.5,32.5,23.5,6,5.5,5,6,4.5
377,749,3,,221,25,80,72.12967132,0.074036269,131,59.36494048,25.5,1.2,80,0.5,10,96,1.8,2,0,43,31.96,26.8,35.65,29.56,29.85,5.79,5.17,6.47,5.57,5.82
378,749,4,,222,5,140,70.8844689,0.084509804,140,36.6837068,10.2,1.1,45,2.2,0,63,0.1,0,0,38,25.53,27.88,28.53,28.22,20.49,5.86,4.45,4.82,5.62,4.83
379,749,5,,218,30,156,73.14285714,0.117855316,132,64.21898303,41.7,2.9,231,1.111111111,12,107,1.9,0,0,50,37.5,25.8,25.5,27.2,28.5,5.2,4.5,4.1,5.2,4.9
380,750,1,,216,181,90,76.30128598,0.108635956,128,50.801951,147.6,14.9,73,3.9,11,151,1.4,157,0,347,28.8,25.1,28.2,29.5,24.1,5,4.5,4.9,4.1,4.2
381,750,2,,226,9,130,71.1026616,0.060205999,143,40.97017019,6.7,0.6,88,1.5,7,75,0,0,0,25,21.34,26.98,18.8,15.65,13.47,3.54,5.13,4.93,3.8,2.79
382,750,3,,230,5,100,71.38121547,0.060205999,133,37.22266173,5.2,0.3,123,2,8,23,0.4,0,0,19,26.22,25.43,25.72,25.65,23.46,4.79,4.8,4.46,5.16,4.78
383,750,4,,226,12,150,72.30392157,0.074036269,133,43.92607173,8.2,1,71,0.6,7,77,0.5,9,0,11,27.64,25.93,22.28,25.1,18.63,5.03,5.65,4.91,5.87,3.6
384,750,5,,229,12,85,74.31192661,0.060205999,134,30.98217604,8.3,0.7,46,0.5,11,73,1.2,,,NA,,,,,,,,,,
385,751,1,,193,34,95,79.41176471,0.097772361,130,71.33498297,11.7,1.5,134,1.5,10,76,5.5,0,18,38,30.99,27.96,32.33,29.66,25.54,4.49,5.01,5.22,4.86,4.02
386,751,1,,196,44,80,76.30573248,0.113465478,137,56.09986875,,,460,1.3,20,197,,,,70,19.5,24.32,25.1,21.2,23.3,3.6,3.9,3.4,3.5,3.1
387,751,2,,209,0,125,70.75471698,,,44.82866224,1.3,,212,3.4,,,1.6,5,0,5,23.94,28.11,24.34,25.95,19.25,4.35,5.12,3.68,4.91,3.08
388,751,3,,194,26,120,72.78456085,0.15563025,,60.04573108,4.6,0.7,310,0.6,2,74,0.7,7,13,21,28.43,26.48,27.74,24.77,25.11,4.8,5.15,5.41,4.23,4.7
389,751,4,,204,16,150,74.49577098,0.060205999,133,24.87799058,3.3,0.1,132,0.2,3,65,1.2,0,0,10,32.88,31.51,26.08,21.84,30.72,5.29,4.97,3.82,4.15,5.17
390,751,5,,192,21,100,75.99216071,0.115710298,130,53.13925321,5.9,0.7,189,0.5,9,80,,15,6,22,26.87,30.51,27.69,27.9,27.32,4.74,3.48,4.11,4.65,5.42
391,752,1,,215,24,130,76.23334534,0.069897,135,56.01984041,22.1,2.2,106,3.6,13,78,0.4,0,4,30,24.56,14.48,22.85,21.5,26.42,5.65,3.96,5.28,5.97,6.39
392,752,2,,213,52,70,73.84317522,0.106069784,138,46.83352191,55.4,0.1,121,1.8,9,104,0.6,0,3,108,25.5,28.9,24,19.5,17.2,6.1,6,6.1,5,3.5
393,752,3,,212,23,115,75.24154589,0.069897,135,62.03776955,13.4,1.5,270,2.3,30,89,3.5,0,0,30,23.12,25.84,22.77,25.24,25.1,5.27,5.57,5.39,5.45,6.01
394,752,4,,214,25,135,73.79288437,0.069897,134,55.82076493,17.3,2.3,93,7.7,17,72,0.8,2,0,50,25.32,22.53,22.61,27.18,22.73,5.77,4.41,5.73,6.49,5.07
395,752,5,,221,9,100,74.12525728,0.069897,135,44.47328213,3.7,,81,1.7,13,59,2.7,4,0,88,20.2,19,18.9,16.6,17.2,4,3,3.1,3.2,3.2
396,753,1,,218,169,75,80.43237251,0.111111111,130,44.6756634,286.7,22.2,38,1,9,148,1.3,76,0,501,22.5,25.2,23.6,26.3,21.2,4.2,5,4.6,3.9,4
397,753,2,,227,14,80,73.91725921,0.097229029,131,34.31184633,69.6,9.6,68,1.4,2,122,0,21,1,167,27.5,27,26,27.9,26.3,4.5,4.5,4.3,4.5,4.1
398,753,3,,228,7,95,75.12594458,0.090323706,131,53.13925321,14,1.2,260,1.2,7,100,2,0,0,34,21,20,21.1,22.3,25.2,4.3,4,4.9,3.8,4.1
399,753,4,,228,12,115,73.8456771,0.119909027,131,63.49217158,46.1,,156,5.5,18,114,1.1,7,0,76,30.3,31.37,33.4,28.1,28.77,5.75,7.08,6.74,5.58,5.67
400,753,5,,228,10,95,74.67447917,0.10326877,130,47.94860577,21.9,2.9,245,0.4,12,92,0.6,0,0,23,29.59,28.68,22.61,20,29.75,5.88,5.99,5.89,4.65,6.6
401,754,1,,239,0,115,85.13888889,0.097229029,132,70.3131748,80,7.7,63,1.4,8,120,1.2,3,0,118,26.83,28.23,27.47,22.04,31.1,6.28,5.12,5.18,4.66,5.71
402,754,2,,242,0,60,75.31760436,,,44.37277754,30.4,,78,1.5,,,0.8,20,0,82,26.26,29.9,35.03,20.91,20.9,5.07,6.09,4.67,3.84,3.55
403,754,3,,239,0,120,74.85902256,0.10326877,132,53.97925515,24.2,2.4,135,1.8,11,112,0.2,9,0,55,30.05,29.61,28.7,23.24,23.45,5.66,5.66,5.8,5.43,3.92
404,754,4,,240,0,140,76.98113208,0.125592641,131,37.45341738,46.8,5.3,109,10.4,6,139,0.3,0,3,83,13.47,17.93,20.27,24.4,30.16,3.48,4.39,4.55,5.91,5.89
405,754,5,,229,7,130,73.16476346,0.123771484,131,70.37617944,51.3,,185,6.5,10,127,1.3,12,0,82,29.1,24,24.5,21,25.1,5,5.2,4.5,4.2,4.1
406,755,1,,240,0,70,74.19804742,0.066895555,132,51.97870036,5.8,0.3,95,1.2,5,60,2.6,1,0,12,17.89,18.11,33.92,22.46,13.56,3.67,6.61,7.03,6.73,3.47
407,755,2,,228,11,80,74.60598897,0.093899782,132,47.05800854,199.7,12.3,120,1.1,8,143,0.3,5,0,420,29.49,28.14,26.95,33.45,29.44,5.25,5.32,5.21,5.82,5.26
408,755,3,,233,0,55,75.82671958,0.077663334,132,51.73900939,16.9,1.9,102,0.8,10,99,0.4,7,3,36,29.83,25.75,29.46,28.52,29.11,5.53,5.51,5.58,10.04,5.34
409,755,4,,235,0,60,74.22547332,0.030103,135,,35.7,3.2,125,4.8,12,110,1.6,14,0,90,26.4,24.2,22,22.9,27.5,4,3.8,4.4,3.5,4.1
410,755,5,,229,2,215,74.65512578,0.119909027,131,47.91935098,70.3,7,83,1,11,141,,36,0,171,29.74,26.56,27.84,26.39,30.19,5.73,5.61,5.73,5.71,5.44
411,756,1,,226,17,80,76.6582866,0.108635956,131,44.09871771,131,9.9,93,1.8,18,141,0.6,,,NA,,,,,,,,,,
412,756,2,3,229,3,80,74.60629921,0.129040889,135,52.29015729,95.3,7.9,77,0.3,2,125,0.4,6,0,248,22.4,19.77,27.59,26.27,23.23,5.85,4.69,6.44,4.48,4.85
413,756,3,2,231,2,90,76.85889571,0.090323706,130,50.41066512,39.8,4.6,64,1.4,18,105,0.2,0,7,100,30.8,26.81,24.47,25.47,30.13,5.87,5.76,5.34,5.82,5.85
414,756,4,,238,0,95,75.53897181,0.117855316,131,,32.1,,124,4.333333333,11,123,2,23,0,75,26.18,30.81,31.81,30.02,32.35,5.08,5.77,5.29,5.34,5.55
415,756,5,,227,11,110,73.48648649,0.113465478,131,53.79439469,48.5,5.7,196,1.2,12,124,0,11,0,148,23.4,27.9,30.2,29,27.8,4.5,4.6,5.1,5,4.9
416,757,1,,218,75,95,82.82269223,0.10326877,131,49.21041118,166.5,11.1,172,1.3,7,126,1.5,0,4,424,18.11,20.29,21.74,26.32,36.94,2.48,3.36,3.48,4.79,4.87
417,757,2,,228,21,120,79.78861789,0.087506126,133,52.85317379,138.5,10.8,132,5.3,29,,0.5,26,0,289,31.5,33.5,29.5,30,32.5,4,4,5,4.5,3.5
418,757,3,,214,42,65,78.07467057,0.100343332,132,56.18012607,40.1,3.7,206,1.1,3,113,1.8,24,0,84,33,33.2,35,32.2,34.2,4.1,3.9,3.8,4.1,4.2
419,757,4,,225,14,120,77.06883217,0.05187675,136,59.54497062,27.5,2.6,80,3.5,16,96,0.7,0,0,55,34.41,31.66,24.89,23.96,30.94,5.01,5.27,4.31,4.51,5.37
420,757,5,,226,12,130,72.30077121,0.060205999,136,44.07397096,36.1,3.2,98,0.7,12,100,0.8,24,0,62,32.8,33.8,29.5,24.8,31,3.9,3.8,3.7,4.5,5
421,758,1,,221,66,125,81.9569308,0.097229029,129,60.41524327,177.6,21,114,1.6,10,116,1.1,43,0,328,21.5,31.5,29.5,29.5,31.5,4.5,5,4.5,4.5,5
422,758,2,,221,20,150,76.56169334,0.106026945,132,59.54497062,96.7,,76,1.1,9,97,0.6,0,11,217,18.64,20.92,24.39,28.51,30.89,3.99,4.42,4.58,4.36,5.77
423,758,3,,229,8,95,77.55162242,0.10326877,131,51.29968403,54.8,5.5,130,7,7,111,0.8,11,0,136,26.8,24.5,32.2,29.5,31.1,4.5,4.2,4.1,5,4
424,758,4,,230,2,150,70.6491063,0.08646125,132,43.53648351,,,180,5.7,6,70,0.2,,,NA,,,,,,,,,,
425,758,5,,229,6,75,69.04168151,0.106026945,131,36.87315317,18.7,1.7,191,1.4,12,101,0.1,3,0,46,27.19,28.37,24.67,24.01,18.19,5.28,5.33,4.95,4.66,4.81
426,759,1,,180,53,115,74.6488764,0.104139269,134,48.78249457,15.3,1.6,185,1.2,10,106,0.6,,,NA,,,,,,,,,,
427,759,2,,178,39,100,70.11894401,0.1,134,46.09144146,15.5,1.4,96,1.7,9,87,0.5,,,NA,,,,,,,,,,
428,759,3,,187,19,120,66.15186615,0.106026945,132,45.60964939,3,,105,10.5,19,,3.2,0,6,23,22.63,24.01,18.07,22.9,24.13,3.53,3.93,3.61,3.84,4.14
429,759,4,,185,11,120,79.9445105,0.125592641,133,65.88910759,2.5,0.2,60,1.4,25,57,2.857142857,3,6,14,0.848,0.303,0.803,0.769,1.159,0.367,0.091,0.359,0.364,0.375
430,759,5,,182,52,100,72.99807254,0.129040889,131,40.6520788,33.2,3.5,51,2.5,10,112,0.888888889,0,23,143,25.5,23,31.5,24,23.5,4.5,5,4.5,4,4
431,760,1,,198,38,125,74.10214763,0.115710298,130,39.50694982,28.1,2.5,134,0.6,5,129,0,0,12,95,28.03,23.21,26.32,25.13,24.43,5.93,6.26,6.11,6.36,6.18
432,760,2,,197,62,165,70.29126214,0.111111111,130,44.70109064,,1.5,78,2.6,2,113,0,0,9,68,23.6,22.64,26.39,25.3,18.06,5.14,5.03,5.08,5.56,5.17
433,760,3,,207,85,100,69.1507799,0.12734756,130,48.81281308,29.4,0.9,70,1.2,13,121,0,0,0,127,23.1,25,24.1,26,22.6,4.2,4.9,5,5,4.3
434,760,4,,199,43,115,66.57407407,0.129040889,131,50.2815725,12.4,0.8,56,0.2,3,103,0.4,,,NA,,,,,,,,,,
435,760,5,,200,42,145,69.11764706,0.111111111,131,53.17523104,11.3,,127,1.2,8,89,0.3,0,0,54,21.35,23.5,21.33,22.53,24.41,5.23,6,5.4,5.81,6.15
436,761,1,,200,85,120,77.4479018,0.104139269,134,47.91935098,37.8,3.7,184,1,13,127,4.3,0,6,116,28.77,30.51,24.71,23.54,25.87,5.35,5.24,4.93,4.7,5.29
437,761,2,,205,41,150,76.59107535,0.093899782,132,50.90072343,12.2,1.2,132,1.3,10,96,0.1,0,1,43,24.91,23.37,28.68,23.01,28.76,4.84,3.89,5.03,4.29,4.59
438,761,3,,,0,150,73.66071429,,,76.99981985,,,202,1.125,0,0,3.2,,,0,,,,,,,,,,
439,761,4,,206,40,135,70.71931196,0.129040889,134,101.867466,22.1,2.2,167,1.5,8,107,0.3,0,1,55,27,26,26.1,22,21,4.5,5,5.5,4,4
440,761,5,,197,143,135,72.10884354,0.072579168,131,48.72197038,63,6,120,1.3,13,161,0.5,,,319,17.57,18.77,15.56,17.83,18.3,4.78,2.8,2.78,3.4,2.71
441,762,1,,,,,,,,,,,56,,,,,,,NA,,,,,,,,,,
442,762,2,,249,0,120,76.04347826,0.113465478,130,49.96171517,195.5,18.3,81,0.6,3,180,0.2,0,2,327,17.44,22.56,27.3,31.44,28.82,3.02,3.32,4.06,4.84,5.07
443,762,5,,251,0,185,64.50511945,0.065321251,144,55.03841363,5.8,,,,,,0.444444444,,,NA,,,,,,,,,,
444,762,5,a,,,135,80.0511509,,,166.3979158,,0.7,96,0.5,,0,,,,0,,,,,,,,,,
445,762,5,b,,,185,,,,,16.1,2.6,164,1.9,0,87,3.8,0,0,33,27.48,27.6,29.42,31.63,32.97,3.57,4,3.94,4.82,4.54
446,763,1,,204,46,70,77.47933884,0.087506126,129,51.09942502,22.8,2.6,112,1.9,12,129,0.6,1,2,50,30.04,35.79,30.39,37.61,30.74,4.43,4.79,4.23,5.19,4.21
447,763,2,,219,10,130,67.57575758,0.047712125,143,95.66360079,3.2,,96,0.4,5,67,0.6,0,0,8,32.37,31.03,30.04,25.45,25.5,4.88,4.89,4.94,4.49,4.14
448,763,3,,207,50,100,72.46376812,0.117855316,129,63.03356039,28.3,2.2,266,0.4,9,136,0.6,0,1,69,30.62,30.55,31.34,22.87,19.28,5.12,3.6,2.98,6.01,5.17
449,763,4,,207,33,130,72.02072539,0.053013473,129,,14.2,0.9,223,0.5,8,114,0.1,5,0,72,19.83,30.38,17.56,28.94,22.91,6.69,5.46,3.53,5.67,5.74
450,763,5,,202,11,,68.36823735,0.090323706,129,53.68408493,24.4,,140,,17,,,0,0,71,33.8,26.3,34.2,33.5,30.1,33.5,3.1,4.6,3.2,4.3
451,764,2,1,,,,,,,68.71375,,,,,,,,,,NA,,,,,,,,,,
452,765,1,,248,0,145,80.91521816,0.115710298,159,55.03841363,70.7,8.9,81,0.1,0,127,0.8,0,0,85,28,28.9,27.1,27,25.5,3.8,3.2,3.8,3.2,3.1
453,765,2,,131,1,95,78.46889952,0.123771484,132,54.96138296,114.6,12.5,76,1.4,8,151,0.2,0,0,284,30,28.5,28.5,22,28.5,5,5,5,3.5,4.5
454,765,3,,,0,70,69.26108374,,,40.13276252,1.2,0.1,126,0.5,0,0,0.857142857,,,0,,,,,,,,,,
455,765,4,,246,0,100,71.38873397,0.069897,134,54.69346536,67.9,6.5,184,0.8,8,133,0.2,0,0,154,28.33,33.45,26.09,25.23,31.98,5.01,5.31,4.88,4.66,6.11
456,765,5,,246,0,110,72.56097561,0.12187889,131,41.40211716,55.2,6.6,211,2.2,9,133,0.6,0,0,113,23.5,22.8,21.6,20.5,25.4,4.2,4.1,3.9,3.8,4
